insert_time,delete_time
0.007965,0.008118
0.007980,0.008311
0.007853,0.008129
0.008370,0.008191
0.007860,0.008176
0.007779,0.008234
0.008442,0.008182
0.008161,0.008202
0.008059,0.008252
0.007887,0.008339
0.009921,0.008604
0.009914,0.008579
0.008961,0.008571
0.009375,0.008471
0.008215,0.008952
0.007971,0.008490
0.008402,0.008250
0.007963,0.008345
0.007926,0.008509
0.009921,0.010425
0.008836,0.009112
0.009243,0.009921
0.008459,0.008380
0.008044,0.008370
0.008258,0.009699
0.009732,0.008591
0.008879,0.008529
0.008079,0.008409
0.008117,0.008312
0.008422,0.008358
0.008083,0.008438
0.009566,0.008476
0.008669,0.008479
0.008150,0.008597
0.008240,0.008618
0.008834,0.008494
0.008145,0.008589
0.008047,0.008517
0.008144,0.008604
0.008313,0.008441
0.008222,0.008607
0.008154,0.008511
0.009064,0.008498
0.008296,0.008589
0.009337,0.008727
0.008524,0.008626
0.008182,0.008734
0.008140,0.008510
0.008482,0.008921
0.008705,0.008561
0.008305,0.008563
0.008246,0.008610
0.008232,0.008815
0.008424,0.008875
0.008277,0.008804
0.008547,0.008680
0.008446,0.008577
0.008545,0.010145
0.008457,0.008653
0.008740,0.008686
0.008816,0.008900
0.008311,0.008727
0.008385,0.008704
0.008801,0.009055
0.008399,0.008636
0.008478,0.008819
0.008450,0.009264
0.008415,0.008791
0.008466,0.009169
0.008656,0.008864
0.008730,0.008976
0.008403,0.008837
0.008718,0.008904
0.008682,0.008986
0.008747,0.008871
0.008668,0.008845
0.008612,0.008921
0.008483,0.008763
0.008751,0.008803
0.008583,0.009023
0.008522,0.008784
0.008724,0.009058
0.009385,0.008986
0.008634,0.008922
0.008519,0.008959
0.008462,0.009056
0.008759,0.008886
0.008868,0.008988
0.008691,0.008848
0.008637,0.008993
0.009486,0.008900
0.008857,0.009001
0.009117,0.008970
0.009784,0.009028
0.008641,0.009121
0.008687,0.009200
0.009334,0.009012
0.009132,0.009050
0.008638,0.009041
0.008801,0.009141
0.008791,0.009012
0.009442,0.009327
0.009163,0.009085
0.008835,0.009072
0.009298,0.009092
0.008748,0.009289
0.008809,0.009245
0.008790,0.009822
0.009534,0.009339
0.008878,0.009414
0.008670,0.009129
0.008959,0.009324
0.009306,0.009290
0.008943,0.009214
0.009653,0.009395
0.008921,0.009547
0.010872,0.009308
0.009276,0.009245
0.008927,0.009395
0.008823,0.009169
0.009239,0.009521
0.009083,0.009185
0.008813,0.009203
0.008843,0.009318
0.009938,0.009562
0.009118,0.009411
0.009087,0.009345
0.009772,0.009419
0.009030,0.009693
0.009208,0.009786
0.010271,0.010017
0.010190,0.010459
0.008974,0.009828
0.009036,0.009528
0.011309,0.010948
0.010311,0.009348
0.011072,0.010304
0.009608,0.010022
0.010166,0.009586
0.009155,0.009543
0.009222,0.009711
0.009498,0.010031
0.009250,0.009645
0.009084,0.009426
0.010001,0.010468
0.009613,0.009667
0.009285,0.009440
0.009636,0.009564
0.009422,0.009796
0.010204,0.010300
0.012022,0.010632
0.010127,0.009609
0.009514,0.009536
0.009161,0.009597
0.009347,0.009707
0.009853,0.009916
0.009288,0.009511
0.009424,0.009965
0.009406,0.009679
0.009462,0.009652
0.010119,0.010529
0.010348,0.010218
0.009848,0.009971
0.011963,0.010091
0.014136,0.010584
0.009626,0.010414
0.009615,0.010445
0.009828,0.010379
0.010394,0.010078
0.009284,0.010100
0.011456,0.011583
0.010499,0.010584
0.010124,0.011400
0.017537,0.012779
0.011783,0.014202
0.011803,0.011509
0.011326,0.011279
0.011452,0.013358
0.015373,0.011885
0.010252,0.013031
0.010462,0.010374
0.011236,0.010785
0.011671,0.010079
0.009390,0.011225
0.009588,0.010166
0.009451,0.009877
0.009640,0.010070
0.009748,0.010301
0.010249,0.011520
0.009435,0.010863
0.009391,0.010080
0.009564,0.009979
0.009814,0.009993
0.009728,0.009871
0.009569,0.010086
0.010088,0.009982
0.011466,0.011026
0.016677,0.013132
0.011862,0.010590
0.013985,0.010342
0.011479,0.010610
0.011486,0.012443
0.014499,0.012538
0.011223,0.013733
0.012114,0.014896
0.014147,0.013283
0.012849,0.012596
0.015497,0.012357
0.018358,0.015967
0.014581,0.013513
0.019656,0.017599
0.012463,0.014274
0.014193,0.012238
0.014978,0.011871
0.012018,0.012873
0.012813,0.011986
0.011936,0.011801
0.011906,0.010722
0.010846,0.011251
0.011423,0.010982
0.013202,0.012749
0.013344,0.010749
0.010814,0.011488
0.013101,0.011887
0.010736,0.011259
0.013628,0.012642
0.012812,0.012779
0.013813,0.019373
0.013470,0.011801
0.015022,0.014468
0.014649,0.011599
0.021804,0.016430
0.011281,0.013106
0.012831,0.013742
0.011295,0.013947
0.012932,0.012365
0.011347,0.014441
0.013088,0.013105
0.011948,0.014183
0.012796,0.013252
0.011003,0.012726
0.012714,0.011580
0.016980,0.017493
0.010392,0.014303
0.013193,0.016766
0.013005,0.011180
0.012339,0.012654
0.012814,0.011963
0.012160,0.011668
0.011162,0.013219
0.012990,0.011220
0.011434,0.011537
0.011399,0.011196
0.011405,0.011388
0.015033,0.015650
0.011098,0.011297
0.010252,0.011343
0.010521,0.011141
0.010666,0.011114
0.010089,0.011386
0.010109,0.010793
0.011420,0.010729
0.010396,0.010536
0.010081,0.010626
0.010537,0.010590
0.010799,0.010747
0.010514,0.011113
0.015089,0.015192
0.011830,0.011524
0.012534,0.011460
0.010256,0.012358
0.010324,0.011735
0.025556,0.018550
0.010607,0.010979
0.010665,0.011340
0.010379,0.011031
0.011056,0.011144
0.010448,0.010951
0.011714,0.011074
0.010516,0.011099
0.020673,0.018133
0.012052,0.012426
0.014510,0.026290
0.010859,0.011564
0.011112,0.011235
0.010609,0.011096
0.010812,0.010892
0.010486,0.011758
0.011150,0.011203
0.013308,0.012417
0.011357,0.010893
0.010655,0.011507
0.011438,0.011352
0.010961,0.011340
0.010528,0.011809
0.011576,0.011126
0.010753,0.011199
0.010898,0.011487
0.010642,0.011287
0.011886,0.015930
0.014027,0.011497
0.013838,0.013287
0.011129,0.011056
0.010643,0.011396
0.011216,0.011336
0.010680,0.011120
0.011231,0.011850
0.011244,0.012806
0.011332,0.012019
0.010547,0.012024
0.011570,0.011461
0.010815,0.011492
0.011219,0.011855
0.013441,0.016260
0.011159,0.013676
0.010816,0.011465
0.011416,0.011925
0.012468,0.011585
0.011565,0.011820
0.010882,0.011416
0.010635,0.011957
0.010930,0.011507
0.012694,0.014300
0.011203,0.011831
0.011803,0.011534
0.010872,0.011545
0.012744,0.011663
0.010996,0.012102
0.010849,0.011959
0.011479,0.011484
0.011159,0.011735
0.012700,0.012850
0.011107,0.011970
0.011458,0.011956
0.011647,0.012756
0.010706,0.012162
0.011240,0.012631
0.011656,0.012573
0.011943,0.011615
0.012442,0.011967
0.011358,0.011965
0.011241,0.012878
0.027597,0.024148
0.011487,0.013041
0.011034,0.012399
0.011244,0.012666
0.011585,0.012722
0.011466,0.011673
0.011323,0.013022
0.012321,0.011735
0.012341,0.012123
0.011444,0.011681
0.012974,0.012411
0.011357,0.011996
0.015803,0.012991
0.011836,0.013852
0.011560,0.012448
0.012067,0.012853
0.011488,0.012396
0.012355,0.012009
0.011659,0.011855
0.011164,0.012375
0.011449,0.011660
0.011907,0.013549
0.012252,0.012476
0.011594,0.012153
0.015927,0.015999
0.011409,0.011785
0.017656,0.013800
0.013043,0.013198
0.012098,0.011916
0.013692,0.013534
0.013872,0.013175
0.012297,0.017461
0.016114,0.014396
0.011861,0.012354
0.011477,0.011778
0.011384,0.012030
0.011726,0.012217
0.012535,0.013898
0.011963,0.012037
0.012369,0.012118
0.014756,0.014074
0.018707,0.015848
0.012417,0.012285
0.011685,0.013204
0.012117,0.012376
0.012035,0.012735
0.011957,0.012370
0.011663,0.012537
0.013082,0.012375
0.013747,0.013102
0.012712,0.012466
0.012619,0.012331
0.012945,0.012140
0.012471,0.012409
0.011699,0.013378
0.011704,0.017221
0.012300,0.012247
0.011834,0.012243
0.011986,0.012297
0.012226,0.013093
0.012723,0.012490
0.012287,0.012535
0.012353,0.012418
0.012249,0.012698
0.011740,0.012687
0.011771,0.012519
0.013272,0.012273
0.012649,0.012962
0.012607,0.012576
0.012208,0.013078
0.013554,0.012456
0.011892,0.013679
0.012793,0.013845
0.012247,0.012487
0.015970,0.017824
0.015587,0.014751
0.013679,0.015517
0.014200,0.014165
0.014205,0.013970
0.012007,0.013010
0.011982,0.012533
0.011638,0.012858
0.012290,0.013138
0.012200,0.012868
0.012447,0.013018
0.013147,0.012429
0.012240,0.013098
0.013189,0.013195
0.012674,0.014009
0.012303,0.012355
0.012816,0.012748
0.012398,0.012593
0.012854,0.012465
0.012073,0.012858
0.013018,0.012636
0.014702,0.016562
0.012258,0.012607
0.013858,0.013096
0.012908,0.012844
0.013068,0.013602
0.012767,0.012696
0.022432,0.016492
0.017949,0.022097
0.013876,0.014143
0.012863,0.014861
0.013653,0.014428
0.011862,0.013541
0.012396,0.013022
0.012437,0.013696
0.016287,0.018141
0.015306,0.016731
0.017729,0.019282
0.015972,0.023311
0.021945,0.016871
0.014785,0.015322
0.013217,0.013039
0.015550,0.017520
0.016795,0.019867
0.013198,0.013217
0.013142,0.014293
0.013800,0.013325
0.013110,0.013243
0.012916,0.012979
0.014104,0.013968
0.013718,0.013237
0.012428,0.014529
0.014290,0.012740
0.022240,0.024889
0.014301,0.013902
0.012923,0.013500
0.013290,0.013234
0.012628,0.013972
0.052611,0.049970
0.023953,0.028508
0.014312,0.014966
0.017764,0.016194
0.013624,0.016079
0.023420,0.042607
0.015413,0.014771
0.013860,0.013180
0.013627,0.013148
0.017698,0.023725
0.022786,0.017271
0.017535,0.017201
0.017937,0.016472
0.018781,0.018428
0.015013,0.017172
0.019244,0.022364
0.018131,0.016276
0.014565,0.014725
0.014743,0.014969
0.015783,0.017324
0.013867,0.015095
0.013954,0.014713
0.013133,0.013711
0.013904,0.014108
0.013716,0.013661
0.012807,0.013423
0.013466,0.013710
0.013576,0.013272
0.013425,0.013663
0.014048,0.013457
