insert_time,delete_time
0.005500,0.000019
0.006536,0.000028
0.005457,0.000019
0.005587,0.000019
0.006559,0.000019
0.006160,0.000019
0.005612,0.000019
0.006067,0.000019
0.005578,0.000019
0.005632,0.000019
0.006557,0.000019
0.006238,0.000019
0.005606,0.000019
0.006019,0.000019
0.006307,0.000020
0.005759,0.000019
0.005615,0.000019
0.005686,0.000019
0.005631,0.000019
0.005884,0.000020
0.005756,0.000020
0.006214,0.000019
0.006201,0.000019
0.005651,0.000019
0.005616,0.000019
0.005897,0.000020
0.006407,0.000075
0.006100,0.000020
0.005688,0.000028
0.006014,0.000019
0.005696,0.000020
0.005804,0.000020
0.006084,0.000019
0.006172,0.000019
0.005682,0.000020
0.005866,0.000019
0.005809,0.000019
0.006200,0.000022
0.005850,0.000020
0.006826,0.000049
0.006779,0.000019
0.005919,0.000020
0.006262,0.000020
0.006348,0.000019
0.005934,0.000019
0.005855,0.000020
0.005854,0.000020
0.006965,0.000019
0.006981,0.000021
0.005857,0.000020
0.005863,0.000019
0.006654,0.000019
0.005809,0.000019
0.006673,0.000020
0.005885,0.000020
0.005992,0.000020
0.006277,0.000021
0.005954,0.000028
0.005972,0.000019
0.006189,0.000019
0.006133,0.000020
0.006010,0.000020
0.005928,0.000020
0.006348,0.000020
0.006256,0.000020
0.006236,0.000020
0.006146,0.000020
0.006954,0.000020
0.005906,0.000020
0.005984,0.000021
0.006116,0.000020
0.006451,0.000043
0.006225,0.000021
0.006102,0.000020
0.005942,0.000020
0.006031,0.000020
0.006152,0.000019
0.007158,0.000020
0.006273,0.000020
0.006660,0.000020
0.006378,0.000019
0.006390,0.000020
0.006413,0.000021
0.006214,0.000020
0.006188,0.000020
0.006115,0.000020
0.006090,0.000020
0.006661,0.000020
0.006224,0.000020
0.006433,0.000020
0.006274,0.000019
0.006472,0.000020
0.006483,0.000020
0.006229,0.000027
0.006299,0.000020
0.006250,0.000020
0.006149,0.000020
0.006258,0.000020
0.006468,0.000020
0.006290,0.000020
0.006465,0.000020
0.006541,0.000020
0.006252,0.000020
0.006532,0.000020
0.006351,0.000020
0.006381,0.000020
0.006696,0.000021
0.006314,0.000020
0.006482,0.000020
0.006605,0.000020
0.006443,0.000021
0.006301,0.000021
0.006330,0.000021
0.006378,0.000020
0.006384,0.000020
0.006603,0.000021
0.007179,0.000020
0.006917,0.000021
0.006979,0.000020
0.006327,0.000020
0.006296,0.000020
0.006537,0.000020
0.006463,0.000020
0.007548,0.000021
0.007141,0.000020
0.006439,0.000021
0.006659,0.000052
0.006345,0.000021
0.006431,0.000021
0.006581,0.000020
0.006532,0.000030
0.006896,0.000020
0.006728,0.000020
0.007717,0.000021
0.006506,0.000021
0.006522,0.000021
0.006588,0.000021
0.006569,0.000032
0.007027,0.000021
0.007365,0.000021
0.006605,0.000020
0.006593,0.000022
0.006591,0.000021
0.007336,0.000046
0.007138,0.000021
0.006951,0.000020
0.006583,0.000021
0.006656,0.000020
0.006761,0.000020
0.006764,0.000021
0.007120,0.000021
0.006846,0.000021
0.006540,0.000021
0.006539,0.000021
0.006798,0.000021
0.006585,0.000021
0.006854,0.000021
0.006854,0.000021
0.006754,0.000021
0.006689,0.000021
0.006861,0.000021
0.006766,0.000021
0.007027,0.000020
0.006927,0.000021
0.006841,0.000021
0.008021,0.000021
0.007673,0.000021
0.007304,0.000021
0.006844,0.000021
0.006997,0.000054
0.006879,0.000033
0.007077,0.000020
0.006802,0.000021
0.008124,0.000021
0.007861,0.000022
0.006769,0.000021
0.007117,0.000021
0.007146,0.000021
0.006785,0.000021
0.006965,0.000023
0.007080,0.000021
0.007211,0.000021
0.007477,0.000021
0.007493,0.000021
0.006969,0.000021
0.006978,0.000021
0.007622,0.000021
0.007207,0.000021
0.006918,0.000021
0.007073,0.000022
0.007194,0.000021
0.007105,0.000021
0.007357,0.000022
0.007417,0.000021
0.007047,0.000021
0.008232,0.000023
0.008451,0.000023
0.007026,0.000021
0.007591,0.000021
0.007379,0.000021
0.007916,0.000021
0.007799,0.000022
0.007486,0.000021
0.007236,0.000022
0.007675,0.000022
0.007161,0.000021
0.007179,0.000022
0.007336,0.000021
0.007190,0.000022
0.007988,0.000021
0.007988,0.000031
0.007073,0.000022
0.007815,0.000021
0.007186,0.000022
0.007329,0.000022
0.007513,0.000021
0.007339,0.000022
0.007502,0.000021
0.007778,0.000022
0.007058,0.000022
0.007203,0.000022
0.007129,0.000022
0.007161,0.000021
0.007221,0.000022
0.007628,0.000022
0.007488,0.000022
0.008214,0.000022
0.007398,0.000022
0.007570,0.000022
0.008004,0.000022
0.007333,0.000022
0.007475,0.000022
0.007274,0.000022
0.009531,0.000054
0.007712,0.000021
0.007436,0.000021
0.007395,0.000021
0.007635,0.000021
0.007886,0.000022
0.007353,0.000022
0.007971,0.000022
0.009129,0.000022
0.007649,0.000056
0.008719,0.000023
0.007844,0.000024
0.007890,0.000022
0.007536,0.000022
0.007936,0.000022
0.007905,0.000022
0.007819,0.000023
0.007713,0.000021
0.007739,0.000022
0.007582,0.000022
0.007864,0.000022
0.007749,0.000022
0.007516,0.000022
0.007724,0.000022
0.007706,0.000022
0.008868,0.000052
0.007791,0.000036
0.007728,0.000022
0.007819,0.000022
0.007714,0.000023
0.007919,0.000022
0.007806,0.000023
0.007602,0.000021
0.007770,0.000022
0.008033,0.000022
0.007615,0.000022
0.015080,0.000041
0.008077,0.000022
0.009409,0.000031
0.008039,0.000022
0.008776,0.000022
0.007615,0.000023
0.007769,0.000023
0.007844,0.000022
0.008584,0.000023
0.007654,0.000022
0.007781,0.000032
0.007784,0.000022
0.008142,0.000032
0.008288,0.000022
0.008092,0.000023
0.007937,0.000022
0.008336,0.000022
0.009010,0.000022
0.007828,0.000022
0.007786,0.000022
0.007865,0.000023
0.007708,0.000023
0.007916,0.000036
0.007723,0.000022
0.007916,0.000023
0.008001,0.000023
0.008104,0.000022
0.007936,0.000022
0.007790,0.000022
0.008111,0.000022
0.008082,0.000025
0.008033,0.000022
0.008125,0.000023
0.008004,0.000023
0.007872,0.000022
0.008009,0.000023
0.008188,0.000022
0.007888,0.000023
0.008198,0.000023
0.008294,0.000022
0.008188,0.000023
0.008397,0.000023
0.008290,0.000022
0.011283,0.000148
0.009783,0.000024
0.007934,0.000023
0.007967,0.000022
0.008208,0.000023
0.008592,0.000023
0.008366,0.000022
0.009241,0.000032
0.008219,0.000023
0.008601,0.000023
0.008813,0.000048
0.009243,0.000026
0.008068,0.000023
0.008375,0.000023
0.009824,0.000022
0.009713,0.000023
0.008093,0.000023
0.008420,0.000023
0.008269,0.000022
0.008344,0.000023
0.008242,0.000023
0.008332,0.000023
0.008214,0.000023
0.008212,0.000023
0.008559,0.000024
0.008277,0.000023
0.008125,0.000023
0.008543,0.000023
0.008326,0.000023
0.008261,0.000023
0.008701,0.000024
0.008733,0.000024
0.008680,0.000023
0.008243,0.000045
0.016264,0.000056
0.008228,0.000023
0.008756,0.000023
0.008963,0.000023
0.008290,0.000024
0.008996,0.000023
0.008723,0.000023
0.008570,0.000023
0.008358,0.000023
0.008520,0.000023
0.008510,0.000023
0.008528,0.000023
0.008547,0.000023
0.008682,0.000025
0.008789,0.000023
0.008443,0.000024
0.008683,0.000024
0.008443,0.000023
0.008422,0.000023
0.008695,0.000024
0.008389,0.000023
0.008315,0.000023
0.008505,0.000023
0.010342,0.000023
0.008510,0.000024
0.008806,0.000023
0.008438,0.000023
0.009055,0.000023
0.008675,0.000024
0.008502,0.000023
0.008764,0.000024
0.008497,0.000024
0.008452,0.000023
0.008487,0.000023
0.008508,0.000024
0.008612,0.000024
0.008536,0.000023
0.008740,0.000024
0.009030,0.000023
0.008464,0.000023
0.008927,0.000024
0.008671,0.000025
0.008635,0.000023
0.008533,0.000023
0.008497,0.000040
0.008945,0.000023
0.008583,0.000024
0.008661,0.000023
0.008845,0.000023
0.008531,0.000024
0.009392,0.000024
0.008553,0.000024
0.009161,0.000024
0.008739,0.000024
0.009009,0.000024
0.008802,0.000024
0.008836,0.000024
0.008635,0.000023
0.008763,0.000042
0.008826,0.000023
0.008742,0.000024
0.009185,0.000024
0.009492,0.000024
0.008936,0.000023
0.009062,0.000034
0.008921,0.000024
0.009130,0.000024
0.009155,0.000023
0.009140,0.000024
0.009116,0.000023
0.008927,0.000023
0.008779,0.000024
0.008909,0.000023
0.008895,0.000024
0.008968,0.000023
0.009894,0.000024
0.009295,0.000024
0.009697,0.000024
0.008870,0.000024
0.008821,0.000024
0.009252,0.000023
0.008972,0.000024
0.009244,0.000024
0.009255,0.000024
0.008884,0.000024
0.009336,0.000024
0.009568,0.000025
0.010230,0.000025
0.009263,0.000024
0.009038,0.000025
0.010872,0.000026
0.009115,0.000024
0.009622,0.000024
0.010531,0.000025
0.009104,0.000024
0.009218,0.000024
0.009206,0.000025
0.009274,0.000024
0.008991,0.000024
0.012324,0.000025
0.009150,0.000031
0.009320,0.000024
0.009137,0.000024
0.009737,0.000025
0.009112,0.000025
0.010230,0.000027
0.009914,0.000033
0.009235,0.000028
0.009058,0.000025
0.009741,0.000025
0.009237,0.000024
0.009355,0.000024
0.009334,0.000024
0.009722,0.000025
0.009269,0.000024
0.009624,0.000025
0.010477,0.000024
0.009716,0.000024
0.010560,0.000025
0.010077,0.000036
0.012224,0.000038
0.009620,0.000024
0.009607,0.000024
0.010041,0.000024
0.010360,0.000030
0.009279,0.000024
0.011011,0.000024
0.010744,0.000038
0.012104,0.000027
0.018841,0.000039
0.012885,0.000026
0.011930,0.000027
0.014644,0.000076
0.011042,0.000025
0.011022,0.000028
0.011007,0.000027
0.011423,0.000026
0.009457,0.000027
0.012792,0.000050
0.009480,0.000024
0.009631,0.000024
0.010335,0.000025
0.010100,0.000025
0.009861,0.000024
0.009556,0.000025
0.009788,0.000024
0.009671,0.000025
0.009969,0.000024
0.009479,0.000025
0.009685,0.000024
0.009627,0.000025
0.011938,0.000025
0.014003,0.000026
0.009916,0.000026
0.010220,0.000026
0.011276,0.000026
0.010038,0.000025
0.013672,0.000025
0.014590,0.000031
0.017987,0.000068
0.012376,0.000025
0.012645,0.000040
0.010549,0.000026
0.013949,0.000025
0.011877,0.000028
0.014225,0.000033
0.019265,0.000051
0.012909,0.000027
0.011100,0.000036
0.010974,0.000030
0.011759,0.000026
0.011343,0.000034
0.011111,0.000039
0.010802,0.000025
0.009933,0.000059
0.011190,0.000025
0.010739,0.000062
0.010368,0.000025
0.010704,0.000025
0.010418,0.000027
0.010094,0.000025
0.011337,0.000028
0.011581,0.000037
0.010004,0.000025
0.011730,0.000027
0.014431,0.000029
0.018724,0.000027
0.021830,0.000088
0.011911,0.000027
0.012258,0.000028
0.012910,0.000029
0.012970,0.000028
0.013259,0.000027
0.013303,0.000027
0.017707,0.000044
0.014919,0.000026
0.013111,0.000026
0.011544,0.000026
0.017966,0.000093
0.011487,0.000025
0.014282,0.000069
0.013105,0.000027
0.014792,0.000054
0.011208,0.000028
0.010332,0.000027
0.011911,0.000025
0.013962,0.000028
0.010399,0.000025
0.012890,0.000026
0.011317,0.000027
0.016822,0.000027
0.010731,0.000027
0.010969,0.000025
0.011527,0.000025
0.010695,0.000026
0.010411,0.000025
0.010216,0.000025
0.010375,0.000025
0.010329,0.000025
0.010223,0.000050
0.010360,0.000123
0.010567,0.000025
0.010189,0.000025
0.016909,0.000061
0.011676,0.000026
0.011246,0.000025
0.011464,0.000026
0.010781,0.000025
0.011469,0.000037
0.010826,0.000027
0.011047,0.000027
0.010234,0.000025
0.010697,0.000026
0.010396,0.000026
0.010600,0.000026
0.011871,0.000026
0.025134,0.000043
0.012836,0.000040
0.015002,0.000064
0.011446,0.000028
0.010840,0.000026
0.010632,0.000026
0.011732,0.000026
0.011456,0.000025
0.010551,0.000026
0.016654,0.000110
0.010990,0.000025
0.010697,0.000026
0.012988,0.000029
0.010620,0.000026
0.010884,0.000025
0.010503,0.000026
0.010663,0.000026
0.010590,0.000026
0.010476,0.000026
0.011306,0.000026
0.012886,0.000029
0.011766,0.000036
0.010466,0.000042
0.010618,0.000026
0.010809,0.000026
0.010670,0.000026
0.011438,0.000026
0.013924,0.000070
0.012248,0.000028
0.010744,0.000026
0.010740,0.000026
0.010836,0.000026
0.011145,0.000027
0.024583,0.000053
0.011495,0.000026
0.010898,0.000026
0.017356,0.000028
0.011660,0.000030
0.011387,0.000026
0.010720,0.000091
0.011140,0.000027
0.011972,0.000027
0.013196,0.000028
0.010937,0.000026
0.010990,0.000028
0.012186,0.000027
0.011159,0.000027
0.011490,0.000026
0.011213,0.000026
0.011098,0.000027
0.011215,0.000026
0.010894,0.000026
0.010996,0.000036
0.011475,0.000027
0.011182,0.000028
0.010956,0.000027
0.013774,0.000029
0.011087,0.000028
0.011459,0.000027
0.011021,0.000026
0.011311,0.000027
0.011289,0.000026
0.014177,0.000028
0.011583,0.000026
0.011322,0.000027
0.011134,0.000026
0.011157,0.000027
0.011626,0.000026
0.013359,0.000059
0.011452,0.000027
0.012088,0.000027
0.011223,0.000030
0.011736,0.000027
0.011138,0.000026
0.012462,0.000027
0.011316,0.000027
0.011515,0.000044
0.011072,0.000026
0.011514,0.000038
0.011223,0.000027
0.011120,0.000026
0.011729,0.000027
0.012138,0.000027
0.011819,0.000026
0.011537,0.000039
0.011409,0.000027
0.012574,0.000055
0.011804,0.000027
0.012018,0.000031
0.013942,0.000031
0.011470,0.000026
0.012823,0.000028
0.013774,0.000027
0.011568,0.000026
0.018139,0.000074
0.011521,0.000027
0.011445,0.000027
0.011281,0.000026
0.011787,0.000026
0.014553,0.000027
0.012322,0.000028
0.017090,0.000027
0.012178,0.000027
0.017633,0.000042
0.011483,0.000047
0.011829,0.000027
0.011706,0.000027
0.011873,0.000027
0.011505,0.000027
0.013669,0.000028
0.012596,0.000028
0.012329,0.000047
0.011925,0.000035
0.011655,0.000027
0.012492,0.000027
0.011585,0.000027
0.011924,0.000027
0.013942,0.000070
0.012165,0.000026
0.012109,0.000027
0.011544,0.000027
0.011813,0.000027
0.011680,0.000027
0.013530,0.000028
0.011694,0.000027
0.012135,0.000028
0.011742,0.000027
0.012107,0.000053
0.012012,0.000028
0.014593,0.000027
0.012302,0.000028
0.011629,0.000027
0.012157,0.000027
0.012142,0.000027
0.012464,0.000028
0.016644,0.000139
0.017226,0.000071
0.014953,0.000075
0.012177,0.000029
0.014489,0.000028
0.012020,0.000027
0.013684,0.000028
0.011698,0.000028
0.011995,0.000028
0.011776,0.000028
0.011829,0.000027
0.012080,0.000027
0.011770,0.000028
0.012009,0.000028
0.012313,0.000028
0.012350,0.000028
0.013841,0.000028
0.011689,0.000027
0.011893,0.000028
0.012548,0.000028
0.011805,0.000031
0.011920,0.000027
0.013236,0.000041
0.012628,0.000106
0.012470,0.000027
0.012629,0.000028
0.013003,0.000074
0.012310,0.000028
0.028198,0.000079
0.021637,0.000030
0.018490,0.000047
0.016614,0.000028
0.013118,0.000027
0.012737,0.000029
0.012518,0.000029
0.011955,0.000027
0.014953,0.000029
0.015780,0.000028
0.017779,0.000034
0.016098,0.000029
0.016966,0.000074
0.014402,0.000079
0.012974,0.000028
0.012589,0.000028
0.020423,0.000033
0.014669,0.000029
0.013347,0.000064
0.012268,0.000028
0.012157,0.000027
0.013736,0.000028
0.012677,0.000028
0.012244,0.000028
0.012415,0.000028
0.012275,0.000028
0.015104,0.000029
0.012779,0.000028
0.012683,0.000029
0.013056,0.000028
0.015564,0.000028
0.054895,0.000057
0.035727,0.000072
0.015702,0.000031
0.017078,0.000069
0.014013,0.000028
0.021900,0.000070
0.014237,0.000029
0.013445,0.000028
0.012733,0.000058
0.024730,0.000064
0.020355,0.000085
0.018863,0.000029
0.013553,0.000031
0.019873,0.000032
0.014357,0.000028
0.016369,0.000035
0.017371,0.000032
0.015412,0.000040
0.014621,0.000030
0.015450,0.000032
0.022912,0.000031
0.014196,0.000029
0.014083,0.000031
0.013104,0.000028
0.013279,0.000028
0.012987,0.000028
0.013200,0.000028
0.013316,0.000028
0.012503,0.000028
0.013736,0.000029
0.013205,0.000028
